gene_id,SRX028958_spl7_suf,SRX028959_spl7_def,SRX028962_spl7_suf,SRX028963_spl7_def
AT5G21010,109,27,117,136
AT5G21020,4144,1556,6213,8236
AT5G21030,9,4,25,42
AT5G21040,127,20,116,127
AT5G21050,3,1,12,27
AT5G21060,168,32,88,84
AT5G21070,240,52,153,174
AT5G21080,20,4,59,64
AT5G21090,1894,693,2114,2571
AT5G21100,168,24,18,27
AT5G21105,289,62,295,345
AT5G21120,3,1,20,33
AT5G21125,2,0,5,5
AT5G21130,4,0,1,11
AT5G21140,22,2,27,28
AT5G21150,23,5,43,56
AT5G21160,312,109,409,529
AT5G21170,162,29,822,1226
AT5G21222,184,52,71,58
AT5G21274,363,116,555,503
AT5G21280,26,6,32,44
AT5G21326,408,104,234,321
AT5G21378,0,0,0,0
AT5G21430,352,56,9,22
AT5G21482,107,24,58,71
AT5G21900,33,13,62,49
AT5G21910,146,59,35,45
AT5G21920,385,38,33,53
AT5G21930,232,44,131,209
AT5G21940,619,123,2165,3040
AT5G21950,39,8,117,153
AT5G21960,6,2,13,24
AT5G21970,66,24,57,70
AT5G21990,274,71,296,364
AT5G22000,443,222,627,847
AT5G22010,137,27,168,195
AT5G22020,396,75,165,192
AT5G22030,125,47,153,149
AT5G22040,77,29,136,130
AT5G22050,215,57,238,214
AT5G22060,270,78,502,490
AT5G22070,270,49,122,166
AT5G22080,418,82,395,490
AT5G22090,570,81,514,509
AT5G22100,40,10,68,60
AT5G22110,27,12,64,57
AT5G22120,143,46,110,140
AT5G22130,60,12,53,72
AT5G22140,52,3,191,118
AT5G22145,0,0,0,0
AT5G22150,2,2,13,18
AT5G22160,1,0,22,8
AT5G22170,2,1,11,7
AT5G22180,3,1,4,6
AT5G22190,0,0,2,1
AT5G22200,6,0,3,10
AT5G22210,122,35,66,74
AT5G22220,56,21,53,90
AT5G22240,8,2,25,10
AT5G22250,51,10,110,161
AT5G22260,8,3,9,39
AT5G22270,225,85,32,70
AT5G22280,178,68,149,239
AT5G22290,199,45,90,101
AT5G22300,146,125,22,344
AT5G22310,123,30,42,49
AT5G22315,0,0,0,0
AT5G22320,90,32,98,94
AT5G22330,142,25,166,240
AT5G22340,359,64,97,116
AT5G22350,196,71,194,258
AT5G22355,9,2,38,35
AT5G22360,333,89,527,582
AT5G22370,125,30,145,130
AT5G22380,23,12,10,12
AT5G22390,151,19,20,28
AT5G22400,74,21,141,154
AT5G22410,6,7,18,21
AT5G22420,5,6,26,31
AT5G22430,16,3,12,20
AT5G22440,447,112,788,577
AT5G22450,275,51,304,367
AT5G22460,424,127,24,33
AT5G22470,12,3,36,37
AT5G22480,145,33,129,273
AT5G22490,11,5,18,21
AT5G22500,74,32,133,135
AT5G22505,0,0,0,6
AT5G22510,492,113,148,198
AT5G22520,38,15,32,31
AT5G22530,20,12,23,62
AT5G22540,28,23,25,18
AT5G22545,25,20,3,12
AT5G22550,15,11,64,89
AT5G22555,7,1,75,117
AT5G22560,13,3,95,120
AT5G22570,52,39,34,48
AT5G22580,1676,239,26,13
AT5G22590,1,0,11,14
AT5G22600,9,1,14,6
AT5G22608,29,31,6,51
AT5G22610,5,4,16,23
AT5G22620,193,41,115,92
AT5G22630,201,64,564,656
AT5G22640,552,101,147,179
AT5G22650,942,273,1311,1127
AT5G22660,3,6,79,62
AT5G22670,5,1,17,10
AT5G22680,7,5,9,26
AT5G22690,61,13,113,121
AT5G22700,163,38,201,271
AT5G22720,8,3,15,16
AT5G22730,86,20,104,109
AT5G22740,603,107,518,431
AT5G22750,41,8,81,102
AT5G22760,183,52,201,301
AT5G22765,1,1,3,3
AT5G22770,214,60,484,458
AT5G22780,299,79,392,388
AT5G22785,0,0,0,0
AT5G22788,21,6,6,22
AT5G22790,87,23,129,154
AT5G22791,7,0,24,13
AT5G22794,2,5,10,9
AT5G22796,8,1,10,3
AT5G22799,8,5,3,7
AT5G22800,244,44,90,85
AT5G22810,1,0,7,21
AT5G22820,45,20,41,69
AT5G22830,323,58,74,53
AT5G22840,89,29,157,170
AT5G22850,182,66,398,324
AT5G22860,162,172,42,79
AT5G22870,2,2,59,28
AT5G22875,245,53,154,225
AT5G22880,152,35,239,115
AT5G22890,8,7,242,286
AT5G22900,8,3,28,45
AT5G22910,3,2,12,23
AT5G22920,391,36,939,1268
AT5G22930,47,11,62,67
AT5G22940,30,2,114,67
AT5G22950,248,73,273,262
AT5G22960,2,0,3,5
AT5G22970,7,0,5,3
AT5G22980,4,1,15,25
AT5G22990,7,2,8,8
AT5G23000,16,3,38,70
AT5G23010,1721,323,920,976
AT5G23020,58,19,2312,1430
AT5G23030,2,3,41,28
AT5G23035,2,2,0,0
AT5G23040,1110,272,777,898
AT5G23050,263,37,377,441
AT5G23060,1681,262,25,26
AT5G23065,0,0,3,2
AT5G23070,79,14,37,55
AT5G23080,113,33,175,216
AT5G23090,159,36,229,254
AT5G23100,54,9,118,88
AT5G23110,256,83,382,506
AT5G23115,0,0,0,0
AT5G23120,1459,204,47,67
AT5G23130,35,6,49,54
AT5G23140,300,72,358,331
AT5G23150,210,47,288,343
AT5G23155,9,5,34,59
AT5G23160,12,5,16,19
AT5G23170,24,3,59,57
AT5G23180,2,1,7,5
AT5G23190,17,8,55,61
AT5G23200,67,26,72,75
AT5G23210,79,23,135,91
AT5G23212,0,0,1,1
AT5G23220,12,1,217,196
AT5G23230,6,4,10,28
AT5G23240,760,109,83,116
AT5G23250,192,50,253,215
AT5G23260,4,2,20,15
AT5G23270,13,1,24,24
AT5G23280,367,85,134,256
AT5G23290,160,38,286,213
AT5G23300,97,21,122,141
AT5G23310,297,62,78,89
AT5G23320,21,4,17,13
AT5G23330,88,12,89,133
AT5G23340,150,30,328,542
AT5G23350,4,0,25,39
AT5G23360,32,5,53,62
AT5G23370,13,5,36,34
AT5G23380,82,15,282,313
AT5G23390,169,36,164,181
AT5G23395,91,26,164,158
AT5G23400,100,23,173,95
AT5G23405,98,34,108,242
AT5G23410,153,40,129,230
AT5G23411,1,0,0,2
AT5G23420,86,11,137,94
AT5G23430,103,21,158,161
AT5G23440,321,98,109,120
AT5G23450,408,83,559,604
AT5G23460,113,26,161,132
AT5G23470,6,2,15,11
AT5G23480,22,5,40,60
AT5G23490,103,27,94,155
AT5G23510,131,46,200,299
AT5G23520,106,46,236,260
AT5G23530,16,2,151,135
AT5G23535,182,41,272,216
AT5G23540,557,145,679,694
AT5G23550,111,27,156,104
AT5G23570,278,52,101,106
AT5G23575,765,221,725,924
AT5G23580,123,24,98,97
AT5G23590,232,52,294,301
AT5G23600,0,0,33,31
AT5G23610,282,63,343,406
AT5G23630,314,76,436,490
AT5G23650,10,4,23,19
AT5G23660,243,57,324,155
AT5G23665,0,0,0,0
AT5G23670,307,50,465,493
AT5G23680,77,14,75,97
AT5G23690,38,12,51,87
AT5G23700,20,15,55,49
AT5G23710,59,17,58,70
AT5G23720,138,32,278,270
AT5G23730,36,12,36,31
AT5G23740,994,203,1601,1298
AT5G23750,293,72,215,88
AT5G23760,170,56,94,171
AT5G23770,17,5,17,44
AT5G23780,8,2,21,44
AT5G23790,8,1,8,25
AT5G23800,36,5,29,34
AT5G23810,111,21,29,50
AT5G23820,293,50,263,436
AT5G23830,6,0,813,941
AT5G23840,7,2,105,62
AT5G23850,148,38,53,98
AT5G23860,200,49,363,298
AT5G23870,92,21,95,72
AT5G23880,109,36,120,173
AT5G23890,428,94,308,307
AT5G23900,613,108,1255,976
AT5G23903,1,1,31,20
AT5G23908,1,0,1,3
AT5G23910,61,11,67,45
AT5G23920,254,56,196,166
AT5G23930,16,2,29,41
AT5G23940,163,41,37,55
AT5G23950,21,3,29,48
AT5G23960,12,1,12,32
AT5G23970,10,0,20,26
AT5G23980,68,17,37,29
AT5G23990,4556,3564,678,5681
AT5G24000,40,6,49,48
AT5G24010,98,12,139,131
AT5G24020,186,27,107,111
AT5G24030,85,16,742,302
AT5G24040,3,1,37,46
AT5G24050,0,2,0,18
AT5G24060,101,25,84,104
AT5G24070,11,3,90,67
AT5G24080,16,5,20,33
AT5G24090,27,23,60,133
AT5G24100,9,8,105,57
AT5G24105,39,9,54,17
AT5G24110,13,8,31,30
AT5G24120,267,82,111,97
AT5G24130,3,3,26,15
AT5G24140,17,1,12,34
AT5G24150,287,80,15,23
AT5G24155,30,17,11,23
AT5G24160,176,93,17,28
AT5G24165,372,101,274,440
AT5G24170,96,19,205,185
AT5G24180,1,3,54,226
AT5G24190,4,4,47,53
AT5G24200,81,74,9,28
AT5G24205,9,3,9,10
AT5G24206,4,2,2,2
AT5G24210,479,269,19,23
AT5G24215,2,0,1,2
AT5G24220,3,0,204,276
AT5G24230,14,3,262,464
AT5G24240,15,5,109,141
AT5G24260,113,26,186,181
AT5G24270,40,20,196,431
AT5G24275,14,5,33,24
AT5G24280,69,20,63,129
AT5G24290,36,9,139,151
AT5G24300,833,123,128,144
AT5G24310,74,11,95,82
AT5G24313,5,3,27,19
AT5G24314,506,85,29,23
AT5G24316,2,2,3,7
AT5G24318,32,8,40,54
AT5G24320,203,40,286,316
AT5G24330,8,3,15,27
AT5G24340,112,30,96,103
AT5G24350,142,33,157,249
AT5G24352,40,10,66,98
AT5G24355,6,0,13,12
AT5G24360,140,27,124,160
AT5G24370,0,1,9,10
AT5G24380,14,6,67,61
AT5G24390,26,3,91,77
AT5G24400,304,78,809,571
AT5G24410,3,4,796,576
AT5G24420,58,9,13,9
AT5G24430,175,56,285,327
AT5G24440,3,0,14,15
AT5G24450,284,64,227,288
AT5G24460,253,70,137,170
AT5G24470,584,59,286,311
AT5G24480,2,3,10,14
AT5G24490,1518,171,467,613
AT5G24500,167,67,120,170
AT5G24510,6,3,19,34
AT5G24520,301,79,311,381
AT5G24530,564,427,640,838
AT5G24540,20,12,17,34
AT5G24550,6,1,11,18
AT5G24560,4,1,6,6
AT5G24570,28,13,12,77
AT5G24575,0,0,0,0
AT5G24580,79,14,89,49
AT5G24590,169,44,343,305
AT5G24600,6,4,6,46
AT5G24610,297,77,230,296
AT5G24620,324,73,248,398
AT5G24630,89,28,87,128
AT5G24640,3,2,11,24
AT5G24650,261,50,169,158
AT5G24655,25,14,16,18
AT5G24660,541,65,120,102
AT5G24670,603,120,429,541
AT5G24680,73,23,105,139
AT5G24690,1161,295,806,1031
AT5G24710,233,66,291,445
AT5G24735,411,87,807,990
AT5G24740,251,64,304,443
AT5G24750,64,14,60,75
AT5G24760,106,23,225,250
AT5G24770,1658,170,85,91
AT5G24780,374,70,16,80
AT5G24790,7,2,17,10
AT5G24800,218,39,443,621
AT5G24810,459,162,209,287
AT5G24820,4,3,10,18
AT5G24825,1,0,3,5
AT5G24830,57,13,75,87
AT5G24840,81,25,92,84
AT5G24850,38,4,13,37
AT5G24860,9,1,123,170
AT5G24870,109,25,130,210
AT5G24879,0,0,0,0
AT5G24880,10,8,116,126
AT5G24890,381,133,369,444
AT5G24900,14,2,19,32
AT5G24910,15,4,83,87
AT5G24920,12,4,108,140
AT5G24930,885,99,11,11
AT5G24940,107,27,15,18
AT5G24950,4,3,17,12
AT5G24960,8,2,63,48
AT5G24970,73,14,54,73
AT5G24980,104,35,190,191
AT5G24990,56,24,117,99
AT5G25000,3,1,3,4
AT5G25010,20,9,37,34
AT5G25020,14,1,7,10
AT5G25030,2,3,9,13
AT5G25040,271,85,19,22
AT5G25050,36,14,106,80
AT5G25060,257,49,380,369
AT5G25070,130,33,164,184
AT5G25080,124,22,151,145
AT5G25090,72,8,50,49
AT5G25100,849,199,1014,786
AT5G25110,276,101,201,338
AT5G25120,205,66,29,46
AT5G25130,121,38,17,9
AT5G25140,82,20,90,134
AT5G25150,135,32,148,173
AT5G25160,48,8,465,356
AT5G25170,87,37,165,204
AT5G25180,0,0,5,29
AT5G25190,160,34,8,48
AT5G25195,0,0,0,0
AT5G25200,4,2,5,0
AT5G25210,229,50,169,208
AT5G25220,427,82,144,165
AT5G25230,13,6,26,14
AT5G25240,24,4,67,51
AT5G25250,160,76,228,471
AT5G25260,41,10,36,32
AT5G25265,466,159,820,657
AT5G25270,386,113,465,564
AT5G25280,1526,359,1501,1718
AT5G25290,2,0,7,20
AT5G25300,2,2,13,15
AT5G25310,11,4,12,21
AT5G25320,9,6,17,28
AT5G25330,4,2,19,21
AT5G25340,107,43,206,343
AT5G25350,1201,403,2261,3441
AT5G25360,502,137,379,409
AT5G25370,21,4,59,67
AT5G25380,26,5,31,39
AT5G25390,63,18,9,20
AT5G25400,17,4,23,17
AT5G25410,6,1,11,14
AT5G25415,8,3,15,14
AT5G25420,5,1,11,15
AT5G25425,3,1,3,10
AT5G25430,12,4,14,26
AT5G25440,134,63,225,310
AT5G25450,24,3,78,103
AT5G25460,573,74,397,151
AT5G25470,20,3,28,15
AT5G25475,77,19,130,109
AT5G25480,60,5,87,91
AT5G25490,64,8,110,91
AT5G25500,27,8,34,41
AT5G25510,255,54,212,191
AT5G25520,230,50,273,289
AT5G25530,11,11,26,46
AT5G25540,531,164,593,651
AT5G25550,15,4,21,24
AT5G25560,635,176,639,774
AT5G25570,53,12,34,28
AT5G25580,32,12,73,47
AT5G25585,0,0,0,0
AT5G25590,100,20,67,49
AT5G25600,2,2,17,19
AT5G25610,8655,1683,26,47
AT5G25620,51,10,127,84
AT5G25625,0,0,0,0
AT5G25630,519,120,106,72
AT5G25640,14,3,80,56
AT5G25750,0,1,0,0
AT5G25754,254,92,280,363
AT5G25755,11,0,9,19
AT5G25756,3,0,0,1
AT5G25757,516,80,566,639
AT5G25760,287,74,414,505
AT5G25770,170,60,914,1314
AT5G25780,218,52,209,198
AT5G25790,25,12,34,46
AT5G25800,85,18,85,139
AT5G25810,38,3,196,91
AT5G25820,50,28,258,240
AT5G25830,67,20,207,178
AT5G25840,78,18,18,16
AT5G25850,5,3,19,23
AT5G25860,4,1,6,9
AT5G25870,3,1,3,3
AT5G25880,24,7,34,55
AT5G25890,255,63,791,898
AT5G25900,283,51,134,149
AT5G25910,15,10,42,69
AT5G25920,15,6,24,34
AT5G25930,37,44,118,195
AT5G25940,170,70,235,296
AT5G25950,3,2,14,19
AT5G25960,0,0,5,13
AT5G25970,10,9,32,43
AT5G25980,6159,645,15,21
AT5G25990,4,0,3,6
AT5G25995,18,7,1,2
AT5G26000,12455,1994,17,34
AT5G26010,20,4,91,165
AT5G26030,471,169,394,426
AT5G26038,5,3,11,8
AT5G26040,151,40,129,183
AT5G26050,3,1,10,12
AT5G26060,1,0,7,13
AT5G26070,17,1,19,45
AT5G26080,1,1,43,39
AT5G26090,11,5,13,30
AT5G26100,2,1,14,5
AT5G26110,117,26,162,164
AT5G26120,5,4,16,33
AT5G26130,2,1,2968,8235
AT5G26140,9,2,21,19
AT5G26146,10,10,55,50
AT5G26147,0,0,0,0
AT5G26150,9,2,0,9
AT5G26160,66,22,55,80
AT5G26170,72,29,45,63
AT5G26180,125,37,136,162
AT5G26190,18,9,20,28
AT5G26200,15,3,160,132
AT5G26210,273,44,346,414
AT5G26220,567,32,43,26
AT5G26230,114,20,56,38
AT5G26240,268,57,386,339
AT5G26250,7,1,25,24
AT5G26260,19,15,289,311
AT5G26262,0,0,0,5
AT5G26270,59,12,101,200
AT5G26280,37,24,10802,18178
AT5G26290,9,3,130,144
AT5G26300,6,0,188,478
AT5G26310,6,1,42,44
AT5G26320,14,0,75,98
AT5G26330,32,7,106,160
AT5G26340,804,451,87,369
AT5G26360,559,137,932,798
AT5G26570,997,180,165,243
AT5G26580,2,0,5,6
AT5G26594,0,1,1,9
AT5G26600,219,57,291,380
AT5G26610,268,66,250,289
AT5G26617,2,0,0,2
AT5G26620,4,0,1,10
AT5G26622,240,36,225,272
AT5G26630,12,2,10,17
AT5G26640,2,0,0,1
AT5G26650,12,1,15,22
AT5G26660,16,5,122,76
AT5G26667,575,173,554,417
AT5G26670,77,7,110,87
AT5G26673,2,2,0,5
AT5G26680,49,17,101,149
AT5G26690,59,33,90,89
AT5G26692,5,2,19,17
AT5G26700,9,6,28,29
AT5G26710,226,49,378,349
AT5G26717,0,0,0,0
AT5G26720,27,4,21,47
AT5G26730,5,0,21,23
AT5G26731,48,40,115,174
AT5G26740,191,41,371,496
AT5G26742,2353,580,204,253
AT5G26749,46,13,44,66
AT5G26751,845,202,630,695
AT5G26760,161,37,154,159
AT5G26770,138,35,82,125
AT5G26780,501,111,489,382
AT5G26790,22,7,16,21
AT5G26800,151,39,144,192
AT5G26805,3,2,5,12
AT5G26810,5,3,21,35
AT5G26820,221,49,125,185
AT5G26830,295,88,422,416
AT5G26840,0,0,6,5
AT5G26850,257,41,271,309
AT5G26860,93,69,122,241
AT5G26865,60,28,70,78
AT5G26880,295,57,236,287
AT5G26890,1,0,2,3
AT5G26900,4,0,19,12
AT5G26910,116,14,99,130
AT5G26920,169,150,380,406
AT5G26930,6,0,10,6
AT5G26940,141,39,138,144
AT5G26950,5,0,12,7
AT5G26955,0,0,0,0
AT5G26960,70,13,105,88
AT5G26970,3,3,8,6
AT5G26980,135,41,191,265
AT5G26990,67,21,93,118
AT5G27000,25,5,85,110
AT5G27010,7,1,26,32
AT5G27020,5,1,7,23
AT5G27030,129,21,262,333
AT5G27050,0,0,0,1
AT5G27060,35,40,29,35
AT5G27065,0,0,0,0
AT5G27070,7,0,11,9
AT5G27080,6,4,0,11
AT5G27090,7,2,13,8
AT5G27093,0,0,2,6
AT5G27100,29,8,139,127
AT5G27110,38,4,26,35
AT5G27120,243,114,534,496
AT5G27130,6,1,3,15
AT5G27140,8,4,22,9
AT5G27150,595,150,460,464
AT5G27170,3,0,16,13
AT5G27200,5,0,9,6
AT5G27210,72,16,94,100
AT5G27220,35,7,62,51
AT5G27230,10,6,28,54
AT5G27238,2,0,10,6
AT5G27240,42,9,71,64
AT5G27247,1,0,1,0
AT5G27260,4,0,14,12
AT5G27270,153,39,90,121
AT5G27280,654,167,153,202
AT5G27290,142,15,14,38
AT5G27300,67,14,23,24
AT5G27310,4,1,11,9
AT5G27320,233,57,263,398
AT5G27330,111,17,159,158
AT5G27340,2,0,10,3
AT5G27350,555,190,347,372
AT5G27360,82,21,24,56
AT5G27370,0,0,4,4
AT5G27380,690,156,539,796
AT5G27390,172,35,65,47
AT5G27395,169,40,111,132
AT5G27400,85,23,118,112
AT5G27410,199,35,234,283
AT5G27420,172,72,392,626
AT5G27430,243,50,278,253
AT5G27440,5,7,0,4
AT5G27450,62,22,306,259
AT5G27460,72,12,74,99
AT5G27470,436,78,661,540
AT5G27490,55,20,79,45
AT5G27493,1,0,11,4
AT5G27495,2,0,3,16
AT5G27510,4,2,9,8
AT5G27520,247,78,228,263
AT5G27530,3,1,4,26
AT5G27540,233,51,197,228
AT5G27550,33,10,67,70
AT5G27560,321,73,70,71
AT5G27570,8,0,5,7
AT5G27580,0,1,0,9
AT5G27600,287,94,89,188
AT5G27606,7,1,9,6
AT5G27607,0,2,4,12
AT5G27610,42,8,101,132
AT5G27620,55,16,87,83
AT5G27630,25,8,26,38
AT5G27640,687,156,729,655
AT5G27650,135,26,153,228
AT5G27660,373,68,342,230
AT5G27670,402,148,347,286
AT5G27680,46,8,91,80
AT5G27690,82,7,59,145
AT5G27700,1073,232,2244,2078
AT5G27710,107,24,61,108
AT5G27715,0,0,0,0
AT5G27720,432,90,508,482
AT5G27730,585,146,356,457
AT5G27740,177,43,212,194
AT5G27750,80,21,74,66
AT5G27760,257,136,219,345
AT5G27765,1,2,3,13
AT5G27770,692,192,1143,976
AT5G27780,5,0,0,13
AT5G27790,2,0,7,10
AT5G27800,11,0,55,36
AT5G27807,0,0,0,2
AT5G27810,10,1,7,9
AT5G27820,117,22,86,81
AT5G27830,225,61,142,174
AT5G27840,372,133,468,585
AT5G27850,1911,501,2993,2536
AT5G27860,437,116,613,856
AT5G27870,26,6,52,55
AT5G27880,4,2,13,16
AT5G27889,1,0,4,0
AT5G27890,25,3,9,25
AT5G27893,2,2,7,12
AT5G27910,5,1,9,8
AT5G27920,51,10,488,390
AT5G27930,636,84,205,224
AT5G27940,3,1,10,9
AT5G27944,0,0,0,1
AT5G27945,1,2,10,10
AT5G27950,468,110,444,579
AT5G27960,3,0,5,0
AT5G27970,227,40,187,277
AT5G27980,5,1,8,16
AT5G27990,180,52,181,220
AT5G28000,4,0,12,12
AT5G28010,27,11,20,49
AT5G28020,324,47,344,243
AT5G28030,110,27,64,111
AT5G28040,120,53,119,185
AT5G28050,633,172,1018,1708
AT5G28060,1163,319,2180,1809
AT5G28080,35,11,229,372
AT5G28090,2,0,5,3
AT5G28150,158,25,93,92
AT5G28160,1,0,3,8
AT5G28180,2,2,14,17
AT5G28190,11,7,22,25
AT5G28210,4,3,18,22
AT5G28220,119,30,127,108
AT5G28235,0,0,0,0
AT5G28237,21,5,42,31
AT5G28262,9,6,17,24
AT5G28288,1,0,1,4
AT5G28290,134,27,81,91
AT5G28295,1,0,2,10
AT5G28300,322,119,43,55
AT5G28310,3,1,1,11
AT5G28320,5,0,1,11
AT5G28340,47,1,60,85
AT5G28345,0,4,2,7
AT5G28350,196,74,147,290
AT5G28370,0,0,0,0
AT5G28380,9,7,19,46
AT5G28390,26,1,44,35
AT5G28400,9,1,24,28
AT5G28410,3,0,11,5
AT5G28420,0,1,14,14
AT5G28442,15,3,25,15
AT5G28450,112,3,7,17
AT5G28460,41,37,142,113
AT5G28462,0,0,1,0
AT5G28463,10,1,16,8
AT5G28470,4,2,10,22
AT5G28490,473,76,51,50
AT5G28491,0,0,0,0
AT5G28500,476,94,5,31
AT5G28510,8,3,25,100
AT5G28520,3,2,8,18
AT5G28530,68,25,74,74
AT5G28540,974,320,839,789
AT5G28550,1,0,9,16
AT5G28560,0,0,0,0
AT5G28590,3,0,8,8
AT5G28610,4,3,106,83
AT5G28615,0,2,8,6
AT5G28620,0,0,2,2
AT5G28630,14,2,609,590
AT5G28640,74,25,115,136
AT5G28646,15,6,107,216
AT5G28650,28,3,97,102
AT5G28660,2,0,0,6
AT5G28680,8,5,41,60
AT5G28690,15,6,22,40
AT5G28720,2,0,1,3
AT5G28730,12,6,60,53
AT5G28740,194,60,288,269
AT5G28750,475,100,75,90
AT5G28770,75,14,502,721
AT5G28780,5,2,10,15
AT5G28810,5,4,27,27
AT5G28820,3,1,7,7
AT5G28823,6,1,8,29
AT5G28824,1,1,12,15
AT5G28830,152,64,72,144
AT5G28840,1042,302,334,357
AT5G28850,155,61,139,151
AT5G28885,1,1,2,6
AT5G28900,211,52,290,237
AT5G28910,64,14,26,29
AT5G28919,107,71,146,225
AT5G28920,1,5,4,16
AT5G28950,1,1,6,5
AT5G28960,11,4,66,50
AT5G29000,186,47,278,316
AT5G29050,0,0,4,2
AT5G29054,1,0,0,1
AT5G29070,5,0,11,13
AT5G29210,4,0,10,15
AT5G29560,2,0,8,10
AT5G29613,4,0,4,5
AT5G29624,4,0,12,15
AT5G30341,0,0,3,15
AT5G30360,1,1,1,5
AT5G30490,110,18,135,173
AT5G30495,114,35,65,84
AT5G30500,3,2,11,16
AT5G30510,2694,474,153,220
AT5G30520,0,2,12,8
AT5G31412,4,1,18,9
AT5G32017,0,0,1,0
AT5G32440,382,72,589,728
AT5G32450,219,44,274,329
AT5G32460,9,3,23,25
AT5G32470,152,30,144,174
AT5G32590,7,1,21,30
AT5G32613,5,2,12,9
AT5G32619,1,4,0,2
AT5G32670,0,4,5,4
AT5G33210,2,0,4,1
AT5G33280,264,53,118,140
AT5G33290,257,115,96,127
AT5G33300,23,0,67,78
AT5G33320,741,150,1028,717
AT5G33330,7,7,10,16
AT5G33340,2,5,17,20
AT5G33355,15,0,38,21
AT5G33370,143,30,15,24
AT5G33390,5,4,32,37
AT5G33393,6,4,16,15
AT5G33399,4,2,9,10
AT5G33406,5,3,17,21
AT5G33439,1,0,1,4
AT5G33806,0,0,11,21
AT5G33898,5,0,6,7
AT5G34581,0,0,2,4
AT5G34780,6,0,6,6
AT5G34828,2,1,2,0
AT5G34829,0,0,4,0
AT5G34830,2,4,2,6
AT5G34850,933,197,528,654
AT5G34869,6,0,11,31
AT5G34870,5,0,20,26
AT5G34871,26,17,14,25
AT5G34881,0,0,6,0
AT5G34882,1,0,0,3
AT5G34883,0,0,0,0
AT5G34885,6,2,6,16
AT5G34887,0,0,0,2
AT5G34905,1,0,2,2
AT5G34908,0,0,4,3
AT5G34930,94,33,108,99
AT5G34940,136,39,112,107
AT5G35050,3,0,12,7
AT5G35067,2,0,2,1
AT5G35069,1,0,0,0
AT5G35080,165,31,151,206
AT5G35090,23,5,33,52
AT5G35100,369,88,207,274
AT5G35110,7,5,9,24
AT5G35120,0,0,5,3
AT5G35160,524,133,732,610
AT5G35170,942,137,89,61
AT5G35180,534,74,356,411
AT5G35190,10,5,203,99
AT5G35195,2,0,2,3
AT5G35200,251,71,583,811
AT5G35210,321,97,503,584
AT5G35220,239,37,79,84
AT5G35230,6,1,14,13
AT5G35300,0,0,2,1
AT5G35320,99,26,145,221
AT5G35330,301,68,294,399
AT5G35338,1,3,7,9
AT5G35360,905,112,949,758
AT5G35370,34,17,206,256
AT5G35375,8,2,30,16
AT5G35380,13,0,23,34
AT5G35390,5,1,23,50
AT5G35400,44,18,39,67
AT5G35405,5,2,0,0
AT5G35407,4,0,1,1
AT5G35410,61,18,98,108
AT5G35430,149,45,200,207
AT5G35450,157,42,230,270
AT5G35460,568,155,627,597
AT5G35475,3,0,4,1
AT5G35480,202,50,7,20
AT5G35490,103,20,5,5
AT5G35510,7,2,5,10
AT5G35520,63,18,78,108
AT5G35525,0,2,34,27
AT5G35530,967,219,1676,1213
AT5G35540,2,3,1,8
AT5G35550,13,0,15,7
AT5G35560,432,110,427,588
AT5G35570,135,37,135,147
AT5G35580,27,4,139,157
AT5G35590,825,187,702,650
AT5G35600,1,1,9,24
AT5G35603,8,1,9,18
AT5G35604,2,0,11,18
AT5G35605,0,0,0,3
AT5G35610,5,0,6,15
AT5G35620,267,39,366,330
AT5G35630,5678,707,753,509
AT5G35640,2,2,5,15
AT5G35660,3,2,10,28
AT5G35670,90,24,116,91
AT5G35680,630,178,537,623
AT5G35688,0,0,6,3
AT5G35690,392,97,366,381
AT5G35695,1,2,3,13
AT5G35698,1,0,3,0
AT5G35700,142,36,169,139
AT5G35715,18,14,38,55
AT5G35730,188,61,157,284
AT5G35732,21,10,129,168
AT5G35735,421,157,543,1328
AT5G35737,1,0,3,9
AT5G35740,14,4,161,99
AT5G35750,129,28,279,347
AT5G35753,42,9,112,142
AT5G35760,10,6,7,17
AT5G35770,9,1,26,32
AT5G35790,634,102,41,43
AT5G35810,6,0,4,12
AT5G35830,3,2,23,26
AT5G35840,191,58,171,227
AT5G35870,3,7,12,16
AT5G35890,1,0,6,7
AT5G35900,3,5,12,9
AT5G35910,232,68,228,249
AT5G35913,0,0,1,3
AT5G35917,4,0,13,18
AT5G35920,0,3,4,1
AT5G35926,67,14,42,83
AT5G35927,0,0,0,3
AT5G35930,93,32,132,188
AT5G35940,7,0,17,27
AT5G35945,0,1,0,0
AT5G35950,3,2,7,18
AT5G35960,4,2,33,48
AT5G35970,804,113,108,136
AT5G35980,517,84,727,698
AT5G35995,158,24,144,160
AT5G36000,6,6,19,18
AT5G36001,0,0,3,15
AT5G36002,17,3,15,13
AT5G36080,3,0,1,2
AT5G36100,7,0,18,16
AT5G36110,5,3,29,46
AT5G36120,208,34,8,13
AT5G36130,0,0,7,10
AT5G36140,3,3,8,13
AT5G36150,2,5,20,32
AT5G36160,449,72,147,97
AT5G36170,454,68,141,132
AT5G36180,19,7,96,103
AT5G36190,0,0,2,2
AT5G36200,2,2,15,21
AT5G36210,515,109,284,262
AT5G36220,252,81,50,139
AT5G36225,0,0,10,10
AT5G36228,48,9,33,38
AT5G36230,1342,314,1350,1491
AT5G36240,3,0,4,6
AT5G36250,224,50,147,248
