xenbase_gene_id,S30_C_1,S30_C_2,S30_C_3,S30_F_1,S30_F_2,S30_F_3
XB-GENE-6254859,0,0,0,0,0,0
XB-GENE-6254864,15,10,16,14,11,11
XB-GENE-6254869,266,230,309,296,257,189
XB-GENE-6254870,154,210,257,217,195,171
XB-GENE-6254872,40,35,56,51,50,28
XB-GENE-6254873,21,22,26,22,21,23
XB-GENE-6254875,0,0,0,0,0,1
XB-GENE-6254876,0,0,0,0,0,1
XB-GENE-6254878,7,6,11,3,5,7
XB-GENE-6254881,0,0,3,359,79,451
XB-GENE-6254884,171,166,205,150,194,121
XB-GENE-6254887,0,0,1,0,0,0
XB-GENE-6254889,77,74,109,81,71,51
XB-GENE-6254892,56,67,85,75,73,63
XB-GENE-6254896,742,713,963,931,779,693
XB-GENE-6254897,36,37,63,31,41,41
XB-GENE-6254899,127,164,183,152,172,107
XB-GENE-6254900,210,202,155,185,174,95
XB-GENE-6254901,127,163,194,194,239,143
XB-GENE-6254902,91,77,91,90,79,46
XB-GENE-6254904,3,1,9,4,3,5
XB-GENE-6254907,74,21,15,167,13,20
XB-GENE-6254908,6,6,24,12,11,17
XB-GENE-6254910,294,281,310,275,333,167
XB-GENE-6254911,190,253,304,314,287,232
XB-GENE-6254919,106,127,184,138,178,118
XB-GENE-6254922,0,2,0,0,0,0
XB-GENE-6254925,51,58,85,63,65,65
XB-GENE-6254926,18,23,23,23,21,20
XB-GENE-6254935,165,240,265,180,264,184
XB-GENE-6254936,54,56,103,55,44,62
XB-GENE-6254937,11,13,32,12,23,23
XB-GENE-6254939,147,170,219,163,174,148
XB-GENE-6254940,131,151,211,166,167,138
XB-GENE-6254941,303,310,400,404,346,255
XB-GENE-6254942,63,93,162,131,112,150
XB-GENE-6254943,289,338,311,322,366,216
XB-GENE-6254944,0,1,0,0,2,0
XB-GENE-6254945,568,693,935,649,848,601
XB-GENE-6254946,139,54,105,138,74,149
XB-GENE-6254947,332,351,393,353,405,203
XB-GENE-6254948,30,41,96,171,68,259
XB-GENE-6254949,21534,22820,33232,28463,24929,21149
XB-GENE-6254950,896,754,970,942,909,582
XB-GENE-6254951,4039,3377,3778,3000,5516,1849
XB-GENE-6254952,100,110,161,121,131,104
XB-GENE-6254956,34,29,33,36,38,18
XB-GENE-6254957,235,232,261,246,268,145
XB-GENE-6254961,192,197,273,237,233,176
XB-GENE-6254962,0,0,0,0,0,0
XB-GENE-6254965,0,0,9,1,0,3
XB-GENE-6254968,75,33,55,24,62,56
XB-GENE-6254971,134,101,252,131,98,155
XB-GENE-6254972,54,102,138,90,101,121
XB-GENE-6254974,12,26,71,19,23,62
XB-GENE-6254975,3816,4107,5018,4923,4755,3379
XB-GENE-6254976,97,161,152,212,162,165
XB-GENE-6254981,620,687,734,752,822,517
XB-GENE-6254984,137,175,175,106,164,99
XB-GENE-6254987,161,164,274,218,169,145
XB-GENE-6254992,88,90,159,69,90,87
XB-GENE-6254995,93,69,179,127,95,122
XB-GENE-6254997,158,178,214,215,167,178
XB-GENE-6254998,16,9,27,21,12,15
XB-GENE-6254999,23,21,29,30,22,23
XB-GENE-6255000,134,110,242,132,146,127
XB-GENE-6255001,49,79,35,57,80,33
XB-GENE-6255003,28,26,38,25,34,15
XB-GENE-6255004,0,0,1,0,0,0
XB-GENE-6255005,356,183,514,353,360,272
XB-GENE-6255006,0,0,1,0,0,0
XB-GENE-6255008,53,72,119,102,101,105
XB-GENE-6255010,74,78,143,88,106,67
XB-GENE-6255011,8,4,13,10,5,8
XB-GENE-6255012,67,57,115,75,78,67
XB-GENE-6255013,34,27,75,36,41,47
XB-GENE-6255014,9,12,45,19,21,17
XB-GENE-6255016,17,26,43,33,33,29
XB-GENE-6255018,21,30,71,16,25,39
XB-GENE-6255019,17,22,29,14,22,19
XB-GENE-6255020,18,13,29,21,14,9
XB-GENE-6255021,17,19,27,17,25,12
XB-GENE-6255023,49,52,100,66,60,60
XB-GENE-6255024,5,11,40,7,13,23
XB-GENE-6255027,13,22,29,21,10,16
XB-GENE-6255059,196,236,261,236,237,102
XB-GENE-6255064,19,17,88,22,28,56
XB-GENE-6255067,0,0,0,0,1,0
XB-GENE-6255068,33,32,55,45,34,58
XB-GENE-6255069,37,49,87,73,48,42
XB-GENE-6255070,36,43,103,75,54,63
XB-GENE-6255071,0,0,0,0,0,0
XB-GENE-6255073,128,113,172,138,96,84
XB-GENE-6255074,263,243,292,287,253,183
XB-GENE-6255075,143,206,236,194,233,175
XB-GENE-6255076,83,87,90,93,80,63
XB-GENE-6255082,27,25,11,33,27,10
XB-GENE-6255083,88,125,200,158,172,125
XB-GENE-6255084,0,0,4,0,0,2
XB-GENE-6255086,119,151,146,195,160,118
XB-GENE-6255087,480,422,513,540,449,283
XB-GENE-6255088,200,229,276,218,235,197
XB-GENE-6255089,264,289,547,337,274,298
XB-GENE-6255095,90,132,173,118,164,106
XB-GENE-6255097,43,47,102,42,48,49
XB-GENE-6255099,96,160,206,140,180,131
XB-GENE-6255100,34,33,33,35,40,26
XB-GENE-6255101,713,647,957,814,781,513
XB-GENE-6255102,257,269,314,278,262,203
XB-GENE-6255104,284,235,414,330,261,195
XB-GENE-6255107,657,556,524,664,750,439
XB-GENE-6255108,80,88,89,90,103,64
XB-GENE-6255109,56,75,78,87,64,43
XB-GENE-6255110,94,109,200,109,118,117
XB-GENE-6255111,13,18,20,11,13,24
XB-GENE-6255113,54,55,96,60,58,43
XB-GENE-6255116,76,51,93,94,93,75
XB-GENE-6255117,371,281,458,390,371,241
XB-GENE-6255118,321,377,449,421,454,269
XB-GENE-6255120,14,16,20,22,28,15
XB-GENE-6255121,111,127,208,185,138,169
XB-GENE-6255124,6,10,24,10,9,14
XB-GENE-6255127,939,994,891,900,1007,405
XB-GENE-6255131,14,16,17,31,26,14
XB-GENE-6255138,131,151,183,147,187,112
XB-GENE-6255141,138,152,292,172,162,214
XB-GENE-6255145,244,230,338,253,258,199
XB-GENE-6255146,159,104,308,203,145,146
XB-GENE-6255154,15,10,33,16,20,23
XB-GENE-6255156,103,110,175,103,143,119
XB-GENE-6255157,73,76,102,98,90,63
XB-GENE-6255160,8,3,16,8,4,11
XB-GENE-6255163,4,5,63,10,11,23
XB-GENE-6255166,209,192,223,230,233,133
XB-GENE-6255168,157,96,228,101,128,88
XB-GENE-6255169,22,31,35,36,28,24
XB-GENE-6255171,26,39,39,45,47,28
XB-GENE-6255172,405,553,921,569,581,628
XB-GENE-6255173,54,72,111,75,71,88
XB-GENE-6255174,139,222,171,256,320,247
XB-GENE-6255176,6,11,12,2,11,16
XB-GENE-6255183,315,335,379,369,346,340
XB-GENE-6255185,87,107,153,114,106,110
XB-GENE-6255186,293,264,259,199,193,135
XB-GENE-6255187,44,36,71,56,57,48
XB-GENE-6255194,186,178,196,264,252,176
XB-GENE-6255195,1167,1220,1827,1063,1259,929
XB-GENE-6255196,1,1,25,1,2,16
XB-GENE-6255198,601,565,547,714,762,560
XB-GENE-6255201,168,96,29,289,59,265
XB-GENE-6255203,121,121,178,110,140,145
XB-GENE-6255205,0,0,1,1,1,1
XB-GENE-6255206,1,0,0,1,0,0
XB-GENE-6255207,3060,3194,5122,3311,3344,2703
XB-GENE-6255208,366,377,726,372,380,414
XB-GENE-6255209,301,334,447,378,383,284
XB-GENE-6255213,528,670,670,698,714,394
XB-GENE-6255218,284,408,556,437,432,311
XB-GENE-6255222,502,577,763,557,730,375
XB-GENE-6255225,23,36,59,37,34,49
XB-GENE-6255227,17,35,38,21,26,18
XB-GENE-6255228,3,6,11,7,3,10
XB-GENE-6255229,44,73,123,64,67,57
XB-GENE-6255230,1,1,6,0,1,2
XB-GENE-6255231,10,12,7,9,9,5
XB-GENE-6255234,245,280,366,377,317,235
XB-GENE-6255238,359,328,427,418,422,248
XB-GENE-6255242,0,0,0,0,0,0
XB-GENE-6255244,2,0,8,5,3,6
XB-GENE-6255245,15,18,47,34,24,22
XB-GENE-6255248,390,437,495,545,460,361
XB-GENE-6255249,0,0,0,0,0,0
XB-GENE-6255251,8,67,37,9,38,9
XB-GENE-6255252,196,249,344,231,273,251
XB-GENE-6255254,56,76,82,76,68,60
XB-GENE-6255255,208,222,315,286,269,212
XB-GENE-6255262,64,88,105,89,97,78
XB-GENE-6255263,21,27,53,21,36,25
XB-GENE-6255266,105,125,81,132,108,98
XB-GENE-6255271,4,3,4,0,0,2
XB-GENE-6255277,70,78,72,146,89,62
XB-GENE-6255280,5,2,8,5,4,2
XB-GENE-6255285,25,22,55,6,56,13
XB-GENE-6255286,94,39,90,81,53,28
XB-GENE-6255288,192,292,375,289,304,240
XB-GENE-6255290,147,208,283,212,229,224
XB-GENE-6255292,0,0,3,0,0,0
XB-GENE-6255293,83,64,108,95,65,57
XB-GENE-6255294,495,386,444,427,351,187
XB-GENE-6255295,210,197,279,277,228,180
XB-GENE-6255297,95,91,167,108,104,139
XB-GENE-6255300,450,574,1029,640,622,649
XB-GENE-6255301,0,0,0,0,0,0
XB-GENE-6255302,166,214,346,293,274,243
XB-GENE-6255305,41,50,62,63,70,38
XB-GENE-6255306,56,74,110,79,72,93
XB-GENE-6255310,0,1,1,0,1,0
XB-GENE-6255312,0,0,2,1,0,0
XB-GENE-6255313,22,28,50,41,33,26
XB-GENE-6255314,52,50,66,51,54,56
XB-GENE-6255315,480,550,911,558,741,499
XB-GENE-6255316,146,107,100,155,104,92
XB-GENE-6255319,595,607,520,700,666,346
XB-GENE-6255320,362,353,454,342,347,231
XB-GENE-6255325,62,71,69,77,47,52
XB-GENE-6255326,1392,1292,1547,1479,1324,863
XB-GENE-6255327,115,174,214,182,243,175
XB-GENE-6255328,39,27,64,37,24,48
XB-GENE-6255333,82,62,107,103,75,69
XB-GENE-6255335,55,72,120,77,80,86
XB-GENE-6255336,855,720,971,875,641,427
XB-GENE-6255337,41,45,89,57,49,53
XB-GENE-6255338,0,0,2,1,1,0
XB-GENE-6255342,2,2,2,4,2,0
XB-GENE-6255343,172,194,361,208,259,189
XB-GENE-6255345,109,147,237,142,151,134
XB-GENE-6255346,12,18,30,17,22,15
XB-GENE-6255349,182,230,312,253,235,181
XB-GENE-6255350,106,127,177,154,154,122
XB-GENE-6255351,14,17,32,15,21,20
XB-GENE-6255354,296,279,412,334,340,257
XB-GENE-6255356,53,63,71,61,67,55
XB-GENE-6255358,52,58,102,53,56,55
XB-GENE-6255359,19,32,15,2924,835,1943
XB-GENE-6255360,0,0,0,0,0,0
XB-GENE-6255361,66,96,144,109,118,122
XB-GENE-6255362,305,323,272,353,368,166
XB-GENE-6255363,89,94,148,109,110,82
XB-GENE-6255364,56,55,86,59,63,59
XB-GENE-6255366,83,78,91,68,76,56
XB-GENE-6255368,44,46,72,44,38,33
XB-GENE-6255369,189,235,320,197,222,255
XB-GENE-6255370,27,35,77,34,50,59
XB-GENE-6255373,76,84,74,80,89,53
XB-GENE-6255374,280,396,315,326,437,162
XB-GENE-6255375,86,166,433,110,155,137
XB-GENE-6255376,19,30,50,22,33,29
XB-GENE-6255377,145,165,308,164,183,172
XB-GENE-6255378,135,119,163,142,118,89
XB-GENE-6255379,22,24,33,22,21,13
XB-GENE-6255380,111,116,157,155,115,89
XB-GENE-6255385,710,732,944,981,981,712
XB-GENE-6255394,36,31,48,42,38,48
XB-GENE-6255395,139,155,228,175,177,135
XB-GENE-6255398,6,9,18,11,11,6
XB-GENE-6255400,72,52,41,68,46,37
XB-GENE-6255401,26,18,37,25,21,28
XB-GENE-6255407,684,482,1034,661,735,523
XB-GENE-6255409,818,683,752,967,887,512
XB-GENE-6255411,30,43,63,36,36,42
XB-GENE-6255413,294,358,496,308,367,252
XB-GENE-6255414,1094,869,1149,1085,1020,602
XB-GENE-6255415,677,799,1023,728,794,499
XB-GENE-6255417,332,433,570,437,474,392
XB-GENE-6255419,247,227,361,250,241,213
XB-GENE-6255422,91,110,179,86,115,101
XB-GENE-6255423,175,128,200,209,130,128
XB-GENE-6255426,257,303,407,237,310,241
XB-GENE-6255427,17,23,39,28,28,32
XB-GENE-6255430,4,0,3,1,1,0
XB-GENE-6255431,7,6,23,12,13,19
XB-GENE-6255435,0,0,0,1,0,0
XB-GENE-6255439,12,14,30,20,20,14
XB-GENE-6255443,1867,2535,936,1695,2589,550
XB-GENE-6255445,56,62,75,83,81,66
XB-GENE-6255446,301,388,506,395,381,349
XB-GENE-6255452,0,0,1,7,0,7
XB-GENE-6255453,197,189,348,252,219,260
XB-GENE-6255456,267,392,501,419,491,321
XB-GENE-6255465,79,87,107,98,108,73
XB-GENE-6255466,39,38,58,36,46,37
XB-GENE-6255468,0,0,1,0,0,0
XB-GENE-6255469,108,128,133,127,130,109
XB-GENE-6255472,117,112,138,130,119,86
XB-GENE-6255475,0,0,0,0,0,1
XB-GENE-6255479,79,111,136,140,115,127
XB-GENE-6255480,505,761,819,474,853,472
XB-GENE-6255481,65,80,116,87,110,80
XB-GENE-6255483,2,3,6,65,5,83
XB-GENE-6255484,86800,90497,96801,93820,108941,45529
XB-GENE-6255485,560,492,893,710,568,545
XB-GENE-6255486,47,45,62,44,70,36
XB-GENE-6255487,164,143,232,159,115,138
XB-GENE-6255488,5,2,4,3,2,4
XB-GENE-6255489,86,83,91,112,122,56
XB-GENE-6255495,0,0,0,0,0,0
XB-GENE-6255497,346,233,486,304,334,239
XB-GENE-6255498,22,49,50,38,48,42
XB-GENE-6255499,94,77,91,96,86,48
XB-GENE-6255502,204,183,207,224,193,116
XB-GENE-6255504,1216,2663,1538,1226,2960,1031
XB-GENE-6255506,144,182,173,253,182,182
XB-GENE-6255507,74,75,107,99,90,69
XB-GENE-6255508,12,12,21,10,10,13
XB-GENE-6255518,66,54,69,82,56,40
XB-GENE-6255521,188,206,121,225,197,108
XB-GENE-6255522,117,89,148,128,103,68
XB-GENE-6255523,409,417,506,475,529,301
XB-GENE-6255524,0,0,0,0,1,0
XB-GENE-6255526,0,0,0,0,0,0
XB-GENE-6255528,114,203,330,188,169,165
XB-GENE-6255529,0,0,0,0,0,0
XB-GENE-6255530,73,89,111,73,118,71
XB-GENE-6255531,80,55,42,72,77,42
XB-GENE-6255533,68,57,86,72,90,54
XB-GENE-6255534,188,184,341,247,225,192
XB-GENE-6255538,109,114,230,169,130,156
XB-GENE-6255540,131,163,197,179,158,135
XB-GENE-6255541,17,7,44,12,20,24
XB-GENE-6255546,0,0,0,0,0,0
XB-GENE-6255548,38,55,99,72,59,108
XB-GENE-6255556,474,512,642,579,517,464
XB-GENE-6255557,544,278,202,518,368,193
XB-GENE-6255558,7,12,12,5,12,9
XB-GENE-6255559,6,5,5,1,1,1
XB-GENE-6255560,131,170,105,161,190,111
XB-GENE-6255563,316,264,287,349,354,245
XB-GENE-6255568,416,400,606,540,454,448
XB-GENE-6255570,43,27,69,41,41,59
XB-GENE-6255573,351,405,470,601,484,399
XB-GENE-6255574,29,23,53,38,41,35
XB-GENE-6255579,163,224,308,233,199,188
XB-GENE-6255584,171,281,411,302,350,346
XB-GENE-6255585,456,377,417,438,380,238
XB-GENE-6255587,146,128,213,169,153,131
XB-GENE-6255591,97,67,92,71,77,43
XB-GENE-6255595,80,75,102,78,101,66
XB-GENE-6255596,229,208,293,239,269,211
XB-GENE-6255600,507,551,679,553,733,402
XB-GENE-6255604,197,211,338,252,271,244
XB-GENE-6255605,402,442,591,442,482,255
XB-GENE-6255606,102,114,135,103,141,95
XB-GENE-6255609,90,106,125,96,125,77
XB-GENE-6255610,106,86,263,102,81,107
XB-GENE-6255612,145,179,212,201,166,167
XB-GENE-6255615,3,5,62,2,5,35
XB-GENE-6255616,54,45,68,58,58,38
XB-GENE-6255619,992,900,802,1022,963,386
XB-GENE-6255621,199,200,355,273,253,237
XB-GENE-6255622,22,30,44,34,31,28
XB-GENE-6255653,63,72,102,84,77,75
XB-GENE-6255655,0,0,2,0,0,0
XB-GENE-6255656,0,0,0,0,0,0
XB-GENE-6255657,33,52,62,48,60,40
XB-GENE-6255661,413,410,571,469,486,280
XB-GENE-6255663,129,118,280,109,109,108
XB-GENE-6255665,0,42,71,0,42,85
XB-GENE-6255668,0,0,4,0,0,20
XB-GENE-6255669,128,114,208,166,113,156
XB-GENE-6255670,2,9,1,3,6,10
XB-GENE-6255672,16,17,29,22,15,18
XB-GENE-6255674,278,271,1136,215,261,377
XB-GENE-6255676,2,2,5,2,1,1
XB-GENE-6255683,385,398,570,484,417,350
XB-GENE-6255684,665,771,783,815,795,438
XB-GENE-6255688,2,0,0,0,1,1
XB-GENE-6255689,456,439,615,470,524,346
XB-GENE-6255690,1,0,0,0,0,1
XB-GENE-6255691,31,31,30,31,46,27
XB-GENE-6255696,42,71,117,61,77,61
XB-GENE-6255697,99,108,161,105,153,116
XB-GENE-6255699,42,43,68,69,69,56
XB-GENE-6255700,38,41,63,51,42,41
XB-GENE-6255701,527,616,683,609,739,426
XB-GENE-6255702,1,1,0,0,0,0
XB-GENE-6255703,180,175,192,210,235,152
XB-GENE-6255704,114,126,248,134,166,120
XB-GENE-6255705,126,147,109,136,164,55
XB-GENE-6255708,13,15,37,23,22,26
XB-GENE-6255709,125,98,163,113,110,100
XB-GENE-6255714,389,444,556,441,409,383
XB-GENE-6255715,85,89,133,110,78,65
XB-GENE-6255716,16,9,15,9,12,0
XB-GENE-6255719,39,45,118,51,56,77
XB-GENE-6255726,60,66,96,81,64,80
XB-GENE-6255728,81,97,150,155,97,124
XB-GENE-6255734,84,95,165,106,107,92
XB-GENE-6255736,0,0,0,2,1,3
XB-GENE-6255737,64,77,82,77,87,47
XB-GENE-6255738,1,0,0,1,1,0
XB-GENE-6255742,546,558,534,517,570,312
XB-GENE-6255743,42,55,63,48,37,41
XB-GENE-6255746,34,36,42,51,41,29
XB-GENE-6255748,399,438,675,437,433,349
XB-GENE-6255749,94,102,150,129,98,102
XB-GENE-6255752,174,203,359,203,204,191
XB-GENE-6255754,117,147,190,108,121,85
XB-GENE-6255755,0,0,0,0,0,0
XB-GENE-6255756,42,41,76,69,38,62
XB-GENE-6255759,148,182,163,201,193,66
XB-GENE-6255762,1680,1833,2208,2860,2112,2068
XB-GENE-6255763,454,303,345,424,341,259
XB-GENE-6255765,83,112,351,104,86,276
XB-GENE-6255767,222,247,323,293,283,159
XB-GENE-6255773,2257,2229,3041,3383,2846,2614
XB-GENE-6255778,73,95,323,90,112,190
XB-GENE-6255781,2703,2870,4120,2849,3401,2293
XB-GENE-6255786,121,107,126,117,108,75
XB-GENE-6255787,0,0,0,0,0,0
XB-GENE-6255788,4,1,8,2,6,3
XB-GENE-6255790,0,0,0,0,1,0
XB-GENE-6255792,15,10,16,36,12,32
XB-GENE-6255794,1,5,57,7,4,32
XB-GENE-6255799,5,7,3,3,6,6
XB-GENE-6255801,6,0,2,1,1,3
XB-GENE-6255805,123,171,212,168,191,122
XB-GENE-6255807,5877,5269,6161,7159,5840,4084
XB-GENE-6255811,32,13,32,42,15,53
XB-GENE-6255814,14,13,66,88,44,80
XB-GENE-6255815,0,0,1,0,0,0
XB-GENE-6255818,280,175,319,354,314,374
XB-GENE-6255820,0,0,0,0,0,0
XB-GENE-6255821,457,625,756,520,669,474
XB-GENE-6255824,0,0,2,0,1,0
XB-GENE-6255826,619,720,1122,875,815,727
XB-GENE-6255827,4,2,3,4,4,2
XB-GENE-6255831,96,74,68,74,73,48
XB-GENE-6255832,244,321,653,399,407,416
XB-GENE-6255833,0,1,0,0,1,1
XB-GENE-6255834,76,76,83,81,79,51
XB-GENE-6255839,120,118,258,96,171,116
XB-GENE-6255840,3,6,1,39,8,56
XB-GENE-6255841,18,16,28,23,18,16
XB-GENE-6255842,2,2,5,3,0,1
XB-GENE-6255844,40,60,87,60,77,56
XB-GENE-6255845,341,345,486,338,541,262
XB-GENE-6255849,18,16,25,18,15,12
XB-GENE-6255850,1,1,3,0,1,5
XB-GENE-6255853,207,208,303,325,277,181
XB-GENE-6255854,58,87,100,98,60,62
XB-GENE-6255863,41,33,94,95,62,85
XB-GENE-6255864,14,33,23,15,28,17
XB-GENE-6255865,121,143,206,202,143,130
XB-GENE-6255866,604,680,797,601,712,475
XB-GENE-6255870,80,97,115,112,99,101
XB-GENE-6255871,85,115,219,96,115,70
XB-GENE-6255873,263,240,220,302,296,152
XB-GENE-6255874,26,18,40,29,27,28
XB-GENE-6255879,54,64,133,69,78,91
XB-GENE-6255880,89,85,85,88,82,57
XB-GENE-6255881,56,76,86,74,90,40
XB-GENE-6255882,57,80,104,80,109,75
XB-GENE-6255884,123,93,178,117,122,62
XB-GENE-6255885,134,136,216,201,172,185
XB-GENE-6255886,1245,1287,1186,1534,1331,626
XB-GENE-6255887,188,247,248,216,236,173
XB-GENE-6255888,38,38,60,45,51,36
XB-GENE-6255889,32,32,38,34,30,26
XB-GENE-6255890,30,48,73,39,45,42
XB-GENE-6255891,28,31,68,52,39,51
XB-GENE-6255892,71,77,103,73,78,69
XB-GENE-6255893,25,19,25,22,15,19
XB-GENE-6255894,54,53,93,72,87,54
XB-GENE-6255895,482,446,537,421,432,327
XB-GENE-6255896,12,26,34,24,19,12
XB-GENE-6255898,37,50,53,50,47,50
XB-GENE-6255908,171,217,250,231,226,179
XB-GENE-6255910,4,4,29,17,4,8
XB-GENE-6255913,254,206,225,245,224,166
XB-GENE-6255923,0,0,1,0,1,1
XB-GENE-6255924,132,128,163,153,138,106
XB-GENE-6255925,159,184,177,163,234,167
XB-GENE-6255926,129,248,289,317,287,291
XB-GENE-6255928,65,54,85,87,63,53
XB-GENE-6255929,62,88,112,84,98,53
XB-GENE-6255931,120,112,178,136,133,123
XB-GENE-6255932,53,38,75,55,38,42
XB-GENE-6255934,16,12,37,17,20,17
XB-GENE-6255936,250,276,371,221,297,140
XB-GENE-6255939,195,177,229,217,213,123
XB-GENE-6255940,175,299,277,248,308,203
XB-GENE-6255941,120,136,162,157,138,106
XB-GENE-6255942,18,19,32,24,19,29
XB-GENE-6255943,1,0,6,3,2,9
XB-GENE-6255945,289,238,318,331,252,154
XB-GENE-6255946,44,37,46,32,40,24
XB-GENE-6255947,38,39,48,40,42,33
XB-GENE-6255955,45,59,92,52,72,50
XB-GENE-6255957,0,0,0,0,0,0
XB-GENE-6255960,117,172,285,179,221,160
XB-GENE-6255962,78,109,144,111,110,85
XB-GENE-6255963,21,16,23,25,18,18
XB-GENE-6255964,123,114,218,184,182,152
XB-GENE-6255969,23,23,35,26,23,31
XB-GENE-6255970,43,54,86,61,73,62
XB-GENE-6255971,132,144,185,128,134,133
XB-GENE-6255973,79,94,195,85,103,90
XB-GENE-6255974,237,236,300,256,199,174
XB-GENE-6255976,243,262,347,291,352,186
XB-GENE-6255983,30,50,51,29,49,30
XB-GENE-6255985,131,134,141,148,125,88
XB-GENE-6255990,0,0,0,0,1,1
XB-GENE-6255992,45,49,74,75,57,32
XB-GENE-6255994,670,506,1115,738,555,602
XB-GENE-6255996,24,31,47,40,30,16
XB-GENE-6255998,158,105,197,160,209,130
XB-GENE-6255999,2950,3369,3638,3661,3741,2807
XB-GENE-6256004,13,7,15,16,16,10
XB-GENE-6256005,428,490,582,404,427,232
XB-GENE-6256006,286,368,482,364,392,294
XB-GENE-6256009,89,69,100,112,90,66
XB-GENE-6256010,238,192,330,228,189,177
XB-GENE-6256011,8,2,10,10,4,8
XB-GENE-6256013,239,213,285,252,270,202
XB-GENE-6256018,80,87,135,121,84,82
XB-GENE-6256019,153,161,159,189,155,114
XB-GENE-6256022,0,0,0,0,0,0
XB-GENE-6256023,301,353,328,425,332,336
XB-GENE-6256025,126,174,297,131,174,137
XB-GENE-6256028,0,6,2,1,1,12
XB-GENE-6256029,77,35,47,93,43,53
XB-GENE-6256031,117,131,193,241,186,157
XB-GENE-6256032,2116,1885,2264,2672,2069,2057
XB-GENE-6256033,35425,40867,56859,42475,54224,25777
XB-GENE-6256035,140,162,190,144,184,86
XB-GENE-6256038,104,88,243,381,202,341
XB-GENE-6256040,965,1382,1549,1589,1506,1307
XB-GENE-6256042,17235,18286,12738,20383,20853,7507
XB-GENE-6256046,75,112,194,187,116,205
XB-GENE-6256047,33746,47678,33027,37659,50449,26607
XB-GENE-6256048,121,168,177,165,190,99
XB-GENE-6256062,131,150,207,206,174,142
XB-GENE-6256063,1238,1470,1248,1473,1124,779
XB-GENE-6256064,36,57,42,80,65,76
XB-GENE-6256069,821,755,364,550,755,144
XB-GENE-6256071,2974,2797,3959,4305,3233,2701
XB-GENE-6256073,94,111,98,134,92,82
XB-GENE-6256078,183,260,405,299,276,288
XB-GENE-6256089,303,308,379,398,331,256
XB-GENE-6256091,73,59,120,97,86,72
XB-GENE-6256096,207,252,277,268,280,229
XB-GENE-6256097,130,179,426,148,191,246
XB-GENE-6256098,173,107,187,148,171,89
XB-GENE-6256102,45,41,62,34,40,41
XB-GENE-6256104,0,0,0,1,1,0
XB-GENE-6256106,52,56,57,87,51,46
XB-GENE-6256109,1,0,0,0,0,0
XB-GENE-6256110,358,381,562,458,516,365
XB-GENE-6256111,295,469,676,533,565,536
XB-GENE-6256113,235,223,339,287,192,262
XB-GENE-6256114,9,0,0,5,0,0
XB-GENE-6256116,0,1,4,1,0,2
XB-GENE-6256120,16,14,22,21,18,19
XB-GENE-6256123,73,82,152,74,93,82
XB-GENE-6256125,119,88,113,132,102,76
XB-GENE-6256127,162,189,222,242,213,144
XB-GENE-6256130,286,351,289,372,409,193
XB-GENE-6256135,6,0,0,8,0,0
XB-GENE-6256136,728,889,874,985,997,643
XB-GENE-6256139,20,60,223,166,125,247
XB-GENE-6256143,66,80,67,91,101,38
XB-GENE-6256146,0,0,0,0,0,0
XB-GENE-6256150,184,216,304,275,240,244
XB-GENE-6256154,22,23,27,19,33,19
XB-GENE-6256155,1,1,2,0,2,1
XB-GENE-6256159,65,83,92,87,74,102
XB-GENE-6256170,28,25,65,32,32,32
XB-GENE-6256171,90,139,321,147,160,123
XB-GENE-6256174,19,15,195,30,34,68
XB-GENE-6256176,0,0,1,0,0,1
XB-GENE-6256179,43,31,74,59,47,47
XB-GENE-6256181,60,67,97,78,54,72
XB-GENE-6256184,65,80,80,105,92,51
XB-GENE-6256185,124,135,192,150,147,129
XB-GENE-6256188,2,3,4,6,11,1
XB-GENE-6256189,38,39,43,38,33,32
XB-GENE-6256190,252,248,384,306,253,264
XB-GENE-6256193,29,55,55,39,60,39
XB-GENE-6256196,37,46,64,42,58,46
XB-GENE-6256198,233,229,342,295,291,225
XB-GENE-6256199,3,1,2,15,1,4
XB-GENE-6256206,37,50,52,48,60,26
XB-GENE-6256207,48,38,69,62,47,70
XB-GENE-6256209,0,0,0,1,1,0
XB-GENE-6256214,53,65,78,82,51,52
XB-GENE-6256216,30,36,34,50,38,25
XB-GENE-6256217,158,95,276,134,115,98
XB-GENE-6256218,163,106,160,146,135,104
XB-GENE-6256219,296,310,448,384,379,296
XB-GENE-6256220,35,58,68,54,68,42
XB-GENE-6256221,488,438,433,520,620,283
XB-GENE-6256224,21,24,21,25,26,13
XB-GENE-6256226,605,833,820,712,891,509
XB-GENE-6256227,54,51,84,66,53,48
XB-GENE-6256228,224,251,325,217,251,155
XB-GENE-6256229,101,126,160,111,147,70
XB-GENE-6256230,95,112,126,140,120,129
XB-GENE-6256231,74,68,90,86,80,92
XB-GENE-6256232,100,99,148,112,81,60
XB-GENE-6256233,429,404,358,478,440,187
XB-GENE-6256234,58,67,85,69,87,43
XB-GENE-6256235,94,90,208,98,100,91
XB-GENE-6256236,98,75,177,76,119,93
XB-GENE-6256237,453,458,686,523,482,356
XB-GENE-6256239,23,12,55,13,13,26
XB-GENE-6256242,49,102,148,107,80,132
XB-GENE-6256247,321,327,367,400,352,229
XB-GENE-6256248,92,87,112,113,93,57
XB-GENE-6256252,18,12,33,32,18,25
XB-GENE-6256253,51,34,32,58,46,17
