xenbase_gene_id,S14_C_5,S14_C_6,S14_C_A,S14_F_5,S14_F_6,S14_F_A
XB-GENE-955716,68,72,201,97,83,112
XB-GENE-955731,172,94,196,168,70,159
XB-GENE-955757,41,46,104,85,45,61
XB-GENE-955771,13,12,35,25,10,13
XB-GENE-955780,9,11,30,20,16,45
XB-GENE-955792,24,11,17,25,15,15
XB-GENE-955804,20,23,80,28,52,55
XB-GENE-955815,82,33,108,104,38,114
XB-GENE-955842,72,54,150,127,76,132
XB-GENE-955914,0,2,1,0,0,0
XB-GENE-955926,2,1,5,8,1,5
XB-GENE-955936,10,10,21,11,8,15
XB-GENE-955956,12,9,18,33,13,18
XB-GENE-955972,628,271,462,806,237,472
XB-GENE-955982,187,108,276,277,132,215
XB-GENE-955992,127,123,189,217,101,139
XB-GENE-956005,10,7,10,10,7,10
XB-GENE-956050,218,162,376,347,175,369
XB-GENE-956067,262,115,254,357,124,357
XB-GENE-956092,161,108,253,248,124,237
XB-GENE-956115,63,82,131,90,60,84
XB-GENE-956132,0,0,0,0,0,0
XB-GENE-956193,17,24,23,44,28,27
XB-GENE-956209,88,48,67,142,39,77
XB-GENE-956220,1730,1463,2701,2436,1390,2430
XB-GENE-956246,260,152,327,325,138,267
XB-GENE-956268,10,15,41,26,11,33
XB-GENE-956286,81,76,116,144,57,104
XB-GENE-956295,383,268,530,491,229,540
XB-GENE-956310,14,13,18,28,16,15
XB-GENE-956325,3,2,7,4,8,2
XB-GENE-956333,113,99,172,201,87,126
XB-GENE-956362,151,96,221,224,100,219
XB-GENE-956372,1288,1235,1631,2260,1073,1460
XB-GENE-956386,12,13,17,13,10,30
XB-GENE-956392,22,12,25,25,11,25
XB-GENE-956405,0,0,0,2,1,2
XB-GENE-956412,2,5,6,6,5,8
XB-GENE-956506,404,299,449,586,250,442
XB-GENE-956516,95,96,163,191,83,143
XB-GENE-956527,195,123,332,308,153,314
XB-GENE-956539,47,21,41,49,23,40
XB-GENE-956548,51,30,51,66,22,49
XB-GENE-956557,42,54,66,93,36,73
XB-GENE-956572,10,5,9,17,6,19
XB-GENE-956584,0,3,8,4,2,5
XB-GENE-956603,398,182,335,489,184,430
XB-GENE-956627,4,8,24,18,9,19
XB-GENE-956632,18,14,31,32,14,16
XB-GENE-956646,459,377,1030,696,541,614
XB-GENE-956667,0,0,0,0,0,0
XB-GENE-956682,66,60,97,132,60,83
XB-GENE-956691,346,357,820,417,321,453
XB-GENE-956704,62,52,101,106,56,92
XB-GENE-956733,39,38,91,58,41,67
XB-GENE-956757,4,2,8,7,11,8
XB-GENE-956768,37,27,38,63,14,52
XB-GENE-956793,51,62,73,75,74,62
XB-GENE-956815,29,30,42,54,23,40
XB-GENE-956839,110,122,263,220,137,239
XB-GENE-956853,1,0,1,0,0,1
XB-GENE-956865,52,78,108,157,77,163
XB-GENE-956886,8,2,7,15,4,6
XB-GENE-956903,115,151,238,240,126,214
XB-GENE-956920,119,112,201,179,143,183
XB-GENE-956928,20,18,32,53,29,25
XB-GENE-956949,113,103,160,136,87,130
XB-GENE-956987,70,64,81,152,39,132
XB-GENE-957003,2,0,1,4,0,3
XB-GENE-957020,78,276,156,87,160,91
XB-GENE-957030,12,12,39,15,14,40
XB-GENE-957041,13,6,26,16,7,12
XB-GENE-957050,2,4,19,6,3,6
XB-GENE-957085,14,9,13,16,9,14
XB-GENE-957100,157,146,186,296,136,237
XB-GENE-957136,530,600,734,877,590,591
XB-GENE-957149,192,93,253,229,93,150
XB-GENE-957169,1921,2005,3868,3373,1965,2523
XB-GENE-957207,148,97,225,239,102,195
XB-GENE-957218,2,2,9,0,1,4
XB-GENE-957255,891,857,1372,1321,750,1013
XB-GENE-957273,11,14,17,40,11,23
XB-GENE-957325,512,336,739,877,284,939
XB-GENE-957344,62,62,196,98,63,132
XB-GENE-957353,95,77,158,107,67,110
XB-GENE-957372,230,255,382,400,213,274
XB-GENE-957394,180,87,304,322,87,255
XB-GENE-957405,1225,885,1587,2258,992,1930
XB-GENE-957420,575,397,675,905,428,622
XB-GENE-957436,115,73,128,207,80,177
XB-GENE-957455,918,625,1028,1474,592,1045
XB-GENE-957468,892,754,1388,1384,760,1213
XB-GENE-957481,152,108,175,258,113,189
XB-GENE-957497,19,10,27,27,8,16
XB-GENE-957514,513,429,748,775,454,708
XB-GENE-957531,281,235,392,481,223,437
XB-GENE-957542,10,8,14,13,6,10
XB-GENE-957552,75,46,92,177,57,130
XB-GENE-957564,0,0,0,0,0,0
XB-GENE-957588,3406,2629,4133,4650,2700,3689
XB-GENE-957602,179,153,267,209,110,128
XB-GENE-957623,135,114,201,203,115,183
XB-GENE-957664,65,47,77,70,37,95
XB-GENE-957676,1,1,6,1,3,9
XB-GENE-957690,56,41,135,78,42,102
XB-GENE-957713,691,451,468,1041,482,505
XB-GENE-957734,42,44,35,66,36,38
XB-GENE-957779,0,0,1,0,0,0
XB-GENE-957791,79,49,101,127,52,99
XB-GENE-957801,1490,1160,1836,2382,984,1488
XB-GENE-957942,30,25,39,52,30,42
XB-GENE-957959,128,116,204,203,118,175
XB-GENE-957974,2644,1998,2985,3783,1960,2910
XB-GENE-957986,28,16,50,45,19,42
XB-GENE-958004,177,130,288,339,125,271
XB-GENE-958025,247,187,529,339,187,470
XB-GENE-958073,80,57,145,114,65,146
XB-GENE-958089,166,123,228,292,148,267
XB-GENE-958120,488,381,722,772,369,687
XB-GENE-958130,4294,2798,4302,7190,2702,5131
XB-GENE-958142,108,54,66,158,67,108
XB-GENE-958171,137,124,110,150,107,119
XB-GENE-958191,57,51,75,57,41,71
XB-GENE-958200,225,229,368,351,186,314
XB-GENE-958211,50,69,94,102,57,110
XB-GENE-958222,3,1,3,4,2,6
XB-GENE-958232,15,17,28,23,10,27
XB-GENE-958250,1,1,0,4,2,0
XB-GENE-958257,12,31,1,50,67,1
XB-GENE-958287,1996,1071,2444,3186,1126,2970
XB-GENE-958312,1167,682,1694,1853,772,2200
XB-GENE-958354,99,53,107,120,41,90
XB-GENE-958367,543,398,639,845,370,717
XB-GENE-958379,303,185,549,347,192,524
XB-GENE-958400,0,0,1,1,0,3
XB-GENE-958409,28,16,27,39,17,22
XB-GENE-958420,1,0,0,6,0,4
XB-GENE-958433,33,33,84,54,34,61
XB-GENE-958447,99,59,132,155,42,153
XB-GENE-958472,21,14,36,51,16,39
XB-GENE-958487,163,154,241,289,97,267
XB-GENE-958499,480,443,631,803,342,565
XB-GENE-958524,174,64,155,251,74,199
XB-GENE-958540,512,380,679,801,353,590
XB-GENE-958561,18,8,12,24,11,17
XB-GENE-958570,261,309,485,456,262,222
XB-GENE-958583,261,207,348,515,217,265
XB-GENE-958594,5655,6169,12159,7008,5893,5922
XB-GENE-958633,290,251,408,349,222,316
XB-GENE-958659,0,0,0,0,0,0
XB-GENE-958684,10,0,6,14,7,15
XB-GENE-958713,53,54,79,102,63,80
XB-GENE-958724,138,129,272,178,100,327
XB-GENE-958740,75,56,106,143,45,106
XB-GENE-958750,165,99,111,263,87,128
XB-GENE-958764,608,349,624,940,359,583
XB-GENE-958773,277,350,632,414,337,324
XB-GENE-958782,10,9,8,22,5,7
XB-GENE-958798,97,55,104,114,76,61
XB-GENE-958809,15,4,6,14,3,6
XB-GENE-958829,100,85,160,172,92,129
XB-GENE-958859,139,85,244,239,73,274
XB-GENE-958867,253,155,239,268,163,260
XB-GENE-958877,177,157,262,265,124,189
XB-GENE-958888,22,12,28,34,15,24
XB-GENE-958901,153,83,167,233,105,126
XB-GENE-958913,607,642,1117,983,468,900
XB-GENE-958950,1,0,1,4,2,4
XB-GENE-958974,160,123,140,232,105,178
XB-GENE-959001,27,23,27,38,20,34
XB-GENE-959022,55,37,64,74,32,57
XB-GENE-959031,2,1,5,5,2,11
XB-GENE-959048,150,108,211,243,111,180
XB-GENE-959068,188,183,310,316,139,286
XB-GENE-959080,7,6,12,8,7,18
XB-GENE-959091,619,448,901,1164,428,1092
XB-GENE-959115,283,316,516,489,333,514
XB-GENE-959128,15,16,23,37,13,24
XB-GENE-959147,583,479,795,614,428,555
XB-GENE-959165,49,51,96,55,52,54
XB-GENE-959175,1315,1029,1982,2035,1031,1769
XB-GENE-959189,40,52,151,67,49,122
XB-GENE-959213,7,3,4,17,4,9
XB-GENE-959224,235,202,253,274,211,192
XB-GENE-959240,670,518,908,952,558,805
XB-GENE-959263,230,234,450,430,171,304
XB-GENE-959279,121,136,184,140,78,110
XB-GENE-959307,83,48,108,99,53,82
XB-GENE-959315,425,412,895,499,434,418
XB-GENE-959327,833,595,1256,1756,609,1664
XB-GENE-959340,72,66,95,156,66,147
XB-GENE-959351,299,294,371,426,290,260
XB-GENE-959363,9,16,17,16,9,8
XB-GENE-959381,493,344,571,653,266,367
XB-GENE-959421,0,0,4,0,0,6
XB-GENE-959454,194,162,289,309,123,282
XB-GENE-959465,329,342,445,441,227,268
XB-GENE-959472,39,33,65,48,22,56
XB-GENE-959485,70,53,61,153,69,229
XB-GENE-959541,1591,1417,2737,2846,1363,2691
XB-GENE-959563,552,446,960,1131,421,931
XB-GENE-959584,146,174,353,212,173,191
XB-GENE-959592,0,0,0,1,0,0
XB-GENE-959601,18,7,32,49,17,64
XB-GENE-959622,3,6,2,4,4,2
XB-GENE-959672,88,54,79,133,63,117
XB-GENE-959693,509,322,546,524,262,343
XB-GENE-959723,90,64,113,114,55,68
XB-GENE-959732,75,64,79,93,37,39
XB-GENE-959743,737,832,1210,1221,781,1064
XB-GENE-959755,1555,1066,1728,2150,1037,1816
XB-GENE-959766,132,115,210,221,96,169
XB-GENE-959797,281,167,365,397,186,229
XB-GENE-959848,47,43,37,69,28,44
XB-GENE-959859,165,100,193,243,93,180
XB-GENE-959871,2280,2073,4844,3919,1817,4309
XB-GENE-959887,45,20,80,44,22,42
XB-GENE-959897,69,48,66,103,56,96
XB-GENE-959916,72,74,99,132,68,82
XB-GENE-959923,80,71,206,107,75,155
XB-GENE-959930,0,0,0,0,0,0
XB-GENE-959949,51,48,35,149,117,122
XB-GENE-959957,0,0,0,0,2,0
XB-GENE-959967,231,189,314,407,184,249
XB-GENE-959983,165,104,148,262,82,190
XB-GENE-960018,3,0,3,1,2,2
XB-GENE-960026,41,25,37,63,30,61
XB-GENE-960036,3,1,5,2,2,4
XB-GENE-960047,106,110,193,179,79,136
XB-GENE-960059,421,294,476,732,324,450
XB-GENE-960082,49,29,61,77,33,55
XB-GENE-960090,0,0,0,0,0,0
XB-GENE-960094,9,2,4,13,4,3
XB-GENE-960106,358,238,365,690,228,646
XB-GENE-960124,66,41,53,128,49,92
XB-GENE-960144,496,632,1051,773,469,605
XB-GENE-960151,2,0,0,6,0,3
XB-GENE-960163,13,13,21,18,9,15
XB-GENE-960180,148,76,181,167,63,148
XB-GENE-960207,312,268,459,498,265,394
XB-GENE-960234,311,149,347,569,182,419
XB-GENE-960257,2001,1226,4706,4649,1150,5051
XB-GENE-960272,243,183,300,469,182,297
XB-GENE-960281,120,65,104,219,60,111
XB-GENE-960298,188,146,253,266,162,209
XB-GENE-960307,0,0,0,0,0,0
XB-GENE-960319,301,194,349,472,169,330
XB-GENE-960346,2,0,4,0,0,5
XB-GENE-960358,98,67,132,130,55,153
XB-GENE-960370,1,1,14,6,4,16
XB-GENE-960384,159,94,233,238,142,273
XB-GENE-960405,35,34,41,36,34,37
XB-GENE-960417,11,8,34,28,14,70
XB-GENE-960437,0,0,1,0,0,0
XB-GENE-960447,7,10,4,15,10,0
XB-GENE-960457,8,5,9,9,4,7
XB-GENE-960482,720,558,811,1045,485,897
XB-GENE-960494,3,2,5,6,0,3
XB-GENE-960501,119,112,116,242,89,84
XB-GENE-960515,42,20,47,81,21,35
XB-GENE-960524,168,142,351,225,157,191
XB-GENE-960537,31,27,34,36,22,33
XB-GENE-960563,1741,1942,2612,3203,1556,2001
XB-GENE-960619,1,1,0,1,0,1
XB-GENE-960626,489,628,1002,637,552,489
XB-GENE-960639,127,130,205,218,88,163
XB-GENE-960661,1,1,0,0,0,0
XB-GENE-960686,379,435,978,521,469,467
XB-GENE-960693,41,20,31,80,18,49
XB-GENE-960714,137,68,78,223,52,107
XB-GENE-960737,159,129,148,243,105,135
XB-GENE-960746,45,44,89,74,44,85
XB-GENE-960757,98,41,55,137,33,56
XB-GENE-960790,0,1,1,0,0,1
XB-GENE-960797,301,245,541,438,259,346
XB-GENE-960809,14,23,31,36,10,15
XB-GENE-960818,242,229,390,380,246,305
XB-GENE-960834,0,1,2,2,0,6
XB-GENE-960845,614,903,1135,968,792,673
XB-GENE-960881,57,31,0,89,33,1
XB-GENE-960886,43,20,39,43,24,31
XB-GENE-960902,663,443,736,936,420,932
XB-GENE-960911,52,105,250,103,102,123
XB-GENE-960921,727,654,1081,1132,656,983
XB-GENE-960935,97,80,109,137,70,109
XB-GENE-960977,174,136,166,271,107,153
XB-GENE-960988,0,0,0,0,0,0
XB-GENE-960998,1068,969,1671,1728,926,1418
XB-GENE-961005,0,0,0,0,0,0
XB-GENE-961014,0,0,0,0,0,1
XB-GENE-961020,45,16,47,67,34,68
XB-GENE-961046,0,1,5,1,0,2
XB-GENE-961057,4,3,3,6,5,4
XB-GENE-961073,609,525,1191,757,561,629
XB-GENE-961149,46,27,53,75,33,72
XB-GENE-961163,529,391,658,785,337,543
XB-GENE-961169,8,9,18,22,7,20
XB-GENE-961188,35,26,45,48,29,32
XB-GENE-961204,36,27,55,60,16,30
XB-GENE-961235,453,276,477,618,262,472
XB-GENE-961249,64,46,82,76,39,90
XB-GENE-961257,111,104,170,198,94,166
XB-GENE-961267,265,226,387,515,196,397
XB-GENE-961285,6,2,15,7,2,12
XB-GENE-961295,70,85,169,143,82,160
XB-GENE-961306,18,13,34,19,15,32
XB-GENE-961315,38,16,27,79,32,86
XB-GENE-961339,1278,1162,2091,1799,1115,1565
XB-GENE-961354,111,77,223,175,90,152
XB-GENE-961360,19,15,26,25,6,26
XB-GENE-961378,14,16,39,29,18,40
XB-GENE-961388,26,21,37,24,22,21
XB-GENE-961399,88,76,167,146,74,368
XB-GENE-961413,41,54,115,52,46,57
XB-GENE-961422,14,4,17,16,7,13
XB-GENE-961430,7,5,20,19,3,23
XB-GENE-961439,169,53,171,145,55,159
XB-GENE-961451,548,256,421,747,222,453
XB-GENE-961471,57,54,71,97,44,76
XB-GENE-961486,125,74,116,251,73,199
XB-GENE-961499,45,42,54,69,26,58
XB-GENE-961529,74,133,276,146,159,132
XB-GENE-961547,205,133,246,242,129,201
XB-GENE-961556,144,156,436,162,180,187
XB-GENE-961594,378,235,522,615,245,596
XB-GENE-961604,26,26,38,72,28,50
XB-GENE-961623,144,69,167,161,60,133
XB-GENE-961637,10,9,14,19,11,20
XB-GENE-961660,307,195,461,353,189,359
XB-GENE-961676,690,566,996,1032,551,921
XB-GENE-961687,253,211,360,356,191,331
XB-GENE-961697,1,0,0,11,0,1
XB-GENE-961710,858,753,1128,1488,644,1187
XB-GENE-961750,39,41,52,58,5,16
XB-GENE-961767,10,9,11,25,7,23
XB-GENE-961782,10,2,13,21,8,15
XB-GENE-961790,184,169,277,262,141,250
XB-GENE-961800,64,40,87,96,50,97
XB-GENE-961807,3,0,6,0,1,0
XB-GENE-961814,184,107,284,212,155,291
XB-GENE-961831,65,43,111,101,57,94
XB-GENE-961840,41,17,38,44,32,64
XB-GENE-961860,547,341,643,852,349,823
XB-GENE-961877,31,17,84,28,29,49
XB-GENE-961895,73,61,96,106,38,66
XB-GENE-961910,551,330,705,741,319,705
XB-GENE-961924,58,63,112,82,67,83
XB-GENE-961937,127,75,100,183,74,117
XB-GENE-961947,41,58,107,99,67,89
XB-GENE-961963,63,62,91,110,78,131
XB-GENE-961974,63,44,63,91,42,58
XB-GENE-961986,489,211,481,592,234,572
XB-GENE-961998,58,56,87,117,34,75
XB-GENE-962008,19,19,35,28,15,18
XB-GENE-962020,751,729,1312,1196,888,1015
XB-GENE-962034,13,12,17,12,13,23
XB-GENE-962052,99,72,154,154,96,132
XB-GENE-962079,10,7,16,13,4,17
XB-GENE-962113,0,0,0,0,0,0
XB-GENE-962127,75,74,109,128,72,115
XB-GENE-962160,45,20,42,71,33,57
XB-GENE-962180,25,16,57,79,25,61
XB-GENE-962194,1690,1018,2150,2352,977,1858
XB-GENE-962202,0,0,1,0,0,0
XB-GENE-962211,1,0,1,0,0,0
XB-GENE-962228,59,50,79,99,45,70
XB-GENE-962237,106,81,135,177,81,131
XB-GENE-962251,22,13,13,34,20,19
XB-GENE-962272,83,52,113,169,56,107
XB-GENE-962286,0,1,0,0,0,0
XB-GENE-962294,2279,1265,2366,4150,1581,3528
XB-GENE-962306,294,284,476,424,233,313
XB-GENE-962321,0,0,0,0,0,0
XB-GENE-962331,259,56,345,293,76,251
XB-GENE-962349,697,732,1217,906,781,703
XB-GENE-962375,11,18,22,20,11,16
XB-GENE-962390,152,123,199,242,111,200
XB-GENE-962407,1,0,2,0,2,1
XB-GENE-962421,242,205,549,377,193,412
XB-GENE-962460,59,53,233,99,77,158
XB-GENE-962471,220,175,214,452,138,234
XB-GENE-962484,42,34,55,106,30,64
XB-GENE-962498,42,38,42,61,20,29
XB-GENE-962516,36,38,48,43,23,22
XB-GENE-962538,89,71,101,142,83,93
XB-GENE-962547,0,3,1,0,1,5
XB-GENE-962561,92,94,177,143,104,168
XB-GENE-962574,40,53,82,41,56,36
XB-GENE-962583,68,70,100,89,59,122
XB-GENE-962597,0,0,0,0,0,0
XB-GENE-962618,57,26,71,69,32,85
XB-GENE-962628,852,505,808,1285,518,869
XB-GENE-962649,396,319,522,565,373,475
XB-GENE-962672,251,148,279,287,106,262
XB-GENE-962683,751,317,655,796,371,917
XB-GENE-962696,36,30,65,45,29,44
XB-GENE-962708,386,374,732,677,406,548
XB-GENE-962714,242,144,242,451,157,397
XB-GENE-962728,127,143,192,298,134,223
XB-GENE-962737,248,198,325,404,177,314
XB-GENE-962751,21,28,60,43,32,34
XB-GENE-962765,119,104,169,162,104,118
XB-GENE-962781,1275,1229,2986,1827,1549,1794
XB-GENE-962830,32,43,75,67,46,71
XB-GENE-962842,109,107,166,124,95,115
XB-GENE-962859,12,7,12,17,9,15
XB-GENE-962870,128,99,182,188,80,151
XB-GENE-962881,29,13,69,39,23,36
XB-GENE-962892,192,175,262,274,198,268
XB-GENE-962901,43,40,61,65,32,37
XB-GENE-962914,88,73,110,134,71,108
XB-GENE-962923,78,45,129,150,51,126
XB-GENE-962933,73,31,78,129,58,132
XB-GENE-962942,127,83,79,136,84,75
XB-GENE-962955,104,68,112,147,61,99
XB-GENE-962969,96,71,117,147,47,102
XB-GENE-962985,64,149,152,93,127,111
XB-GENE-963004,3,3,7,10,2,5
XB-GENE-963016,76,60,102,139,52,118
XB-GENE-963026,26,18,34,50,19,37
XB-GENE-963032,58,33,88,87,31,79
XB-GENE-963042,1153,1068,1702,1854,969,1492
XB-GENE-963073,88,77,137,117,92,107
XB-GENE-963086,167,199,434,265,221,413
XB-GENE-963106,32,19,27,63,20,40
XB-GENE-963116,141,135,216,229,119,164
XB-GENE-963138,11,11,7,8,6,11
XB-GENE-963192,1422,1069,1711,1975,941,1438
XB-GENE-963220,205,153,269,434,180,347
XB-GENE-963245,544,400,668,733,369,485
XB-GENE-963256,237,179,315,411,199,265
XB-GENE-963284,214,159,230,348,133,241
XB-GENE-963291,61,52,94,109,66,123
XB-GENE-963302,234,168,288,347,169,258
XB-GENE-963308,244,169,378,290,119,323
XB-GENE-963314,99,58,73,152,21,90
XB-GENE-963319,31,20,33,57,21,42
XB-GENE-963360,76,65,110,95,58,72
XB-GENE-963393,215,216,319,290,238,222
XB-GENE-963406,73,57,101,138,64,93
XB-GENE-963418,147,109,129,222,99,151
XB-GENE-963451,92,72,132,127,55,140
XB-GENE-963463,16288,9507,17680,20098,9916,16781
XB-GENE-963480,310,169,314,375,173,361
XB-GENE-963493,109,51,63,268,64,110
XB-GENE-963504,28,21,53,50,21,49
XB-GENE-963517,1,0,1,0,0,4
XB-GENE-963526,887,529,1304,1184,478,1092
XB-GENE-963565,1801,1358,2340,2794,1255,1583
XB-GENE-963588,92,46,117,249,116,153
XB-GENE-963608,26,22,50,54,27,48
XB-GENE-963634,410,290,487,685,308,543
XB-GENE-963644,0,0,0,0,0,0
XB-GENE-963666,6,5,10,6,10,7
XB-GENE-963692,117,70,158,145,68,142
XB-GENE-963734,311,236,412,609,261,443
XB-GENE-963751,31,20,59,39,21,35
XB-GENE-963762,0,0,1,0,0,0
XB-GENE-963776,0,0,0,0,0,0
XB-GENE-963792,495,616,1551,653,611,815
XB-GENE-963828,419,335,415,926,313,599
XB-GENE-963842,208,157,294,287,150,225
XB-GENE-963855,1202,705,1447,2106,765,1884
XB-GENE-963867,962,765,1283,1698,809,1263
XB-GENE-963879,134,129,370,162,152,172
XB-GENE-963896,322,281,362,544,286,365
XB-GENE-963904,424,413,792,571,365,594
XB-GENE-963916,127,81,166,200,72,178
XB-GENE-963927,744,339,800,1072,384,991
XB-GENE-963944,161,94,202,183,105,129
XB-GENE-963954,73,50,97,104,36,82
XB-GENE-963966,41,24,46,82,25,54
XB-GENE-963993,0,0,0,0,0,0
XB-GENE-964023,136,83,131,148,68,132
XB-GENE-964035,5,1,16,6,3,9
XB-GENE-964252,782,464,1126,1133,515,1251
XB-GENE-964262,1,0,2,0,0,0
XB-GENE-964278,27,44,62,52,38,38
XB-GENE-964326,232,140,322,326,141,274
XB-GENE-964346,340,256,374,605,236,383
XB-GENE-964357,84,86,104,139,63,105
XB-GENE-964366,398,308,642,624,372,550
XB-GENE-964379,2114,1348,2467,2820,1362,2658
XB-GENE-964395,5,10,5,9,8,8
XB-GENE-964413,48,26,47,57,19,52
XB-GENE-964433,0,0,0,0,0,0
XB-GENE-964449,93,59,131,109,96,98
XB-GENE-964462,119,93,193,215,84,196
XB-GENE-964481,56,36,53,71,31,58
XB-GENE-964538,408,261,591,663,295,763
XB-GENE-964561,354,297,829,396,400,414
XB-GENE-964583,592,449,879,747,381,893
XB-GENE-964608,635,528,765,890,378,717
XB-GENE-964642,40,37,38,36,27,31
XB-GENE-964653,13,20,29,15,21,18
XB-GENE-964673,2102,1672,2741,2749,1508,2290
XB-GENE-964701,44,20,55,42,11,42
XB-GENE-964716,389,291,725,620,255,714
XB-GENE-964728,194,167,248,294,125,204
XB-GENE-964740,323,286,444,497,258,421
XB-GENE-964748,1176,584,1405,1751,559,1750
XB-GENE-964760,20,15,24,34,10,16
XB-GENE-964793,22,11,52,29,14,28
XB-GENE-964806,3,3,5,4,3,3
XB-GENE-964816,15,17,5,14,14,7
XB-GENE-964826,688,391,878,1232,369,1061
XB-GENE-964840,537,625,1420,606,585,695
XB-GENE-964855,106,94,132,240,92,103
XB-GENE-964873,1,5,7,4,3,14
XB-GENE-964883,122,86,176,198,114,155
XB-GENE-964893,70,42,134,127,50,144
XB-GENE-965011,31,14,19,35,10,23
XB-GENE-965034,396,412,620,472,411,438
XB-GENE-965050,76,39,90,134,62,78
XB-GENE-965059,0,0,0,0,0,1
XB-GENE-965073,4,5,6,11,8,5
XB-GENE-965096,5,5,29,32,6,13
XB-GENE-965105,188,114,320,366,150,323
XB-GENE-965131,0,2,0,0,1,1
XB-GENE-965139,3,1,2,2,1,1
XB-GENE-965155,217,175,288,355,147,243
XB-GENE-965164,7,5,4,9,3,11
XB-GENE-965201,356,280,296,624,278,313
XB-GENE-965223,134,112,232,190,94,182
XB-GENE-965452,0,0,0,0,0,0
XB-GENE-965461,185,149,271,262,124,175
XB-GENE-965473,47,25,41,53,22,34
XB-GENE-965492,23,10,13,36,20,28
XB-GENE-965510,0,0,0,0,0,0
XB-GENE-965525,709,764,1028,1011,704,779
XB-GENE-965552,126,87,183,242,109,295
XB-GENE-965566,210,170,213,316,152,268
XB-GENE-965619,238,164,311,402,130,239
XB-GENE-965630,351,180,274,551,226,367
XB-GENE-965656,2,1,0,1,0,0
XB-GENE-965894,619,451,986,1292,415,1092
XB-GENE-965905,330,215,346,511,223,327
XB-GENE-965917,39,27,48,65,23,65
XB-GENE-965928,125,148,269,129,107,132
XB-GENE-965935,1,0,0,1,0,0
XB-GENE-965970,256,237,531,254,223,291
XB-GENE-965980,62,35,70,82,31,48
XB-GENE-965998,25,17,22,47,12,28
XB-GENE-966013,87,61,125,116,47,96
XB-GENE-966041,122,69,125,198,76,127
XB-GENE-966051,167,98,222,316,116,254
XB-GENE-966062,44,22,38,73,42,40
XB-GENE-966084,91,92,191,149,75,169
XB-GENE-966096,119,168,263,219,122,132
XB-GENE-966113,51,14,1,55,10,1
XB-GENE-966153,1205,829,1048,1836,762,1259
XB-GENE-966163,0,3,9,6,6,2
XB-GENE-966190,435,356,610,898,319,715
XB-GENE-966220,3643,2390,4896,5766,2791,7275
XB-GENE-966276,162,154,165,248,106,153
XB-GENE-966306,0,0,0,0,0,0
XB-GENE-966314,64,26,37,93,19,55
XB-GENE-966323,165,75,223,307,100,284
XB-GENE-966348,1322,1104,2025,2244,1132,2029
XB-GENE-966363,576,437,837,884,471,827
XB-GENE-966372,4,4,13,11,4,8
XB-GENE-966380,28,18,47,30,21,36
XB-GENE-966393,291,174,575,358,189,359
XB-GENE-966434,0,0,2,1,0,2
XB-GENE-966442,0,0,9,1,0,1
XB-GENE-966454,5781,3517,5045,7348,3736,5383
XB-GENE-966475,143,115,241,210,103,153
XB-GENE-966491,152,121,153,216,118,146
XB-GENE-966533,7,21,26,7,26,22
XB-GENE-966542,0,0,0,0,0,0
XB-GENE-966569,335,267,624,613,365,627
XB-GENE-966589,248,224,369,428,223,340
XB-GENE-966600,636,390,608,1186,374,932
XB-GENE-966610,589,441,547,1013,397,531
XB-GENE-966653,78,78,142,93,58,75
XB-GENE-966670,37,26,60,61,40,72
XB-GENE-966679,148,106,248,224,101,200
XB-GENE-966690,0,0,0,0,0,0
XB-GENE-966702,276,191,360,340,191,271
XB-GENE-966748,167,109,205,239,105,263
XB-GENE-966763,196,99,198,342,120,345
XB-GENE-966795,530,461,930,814,419,729
XB-GENE-966803,4134,2674,4214,6098,2627,4799
XB-GENE-966825,9,4,17,13,12,7
XB-GENE-966836,796,650,1525,982,697,1404
XB-GENE-966893,0,0,0,0,0,0
XB-GENE-966929,138,94,187,294,125,287
XB-GENE-966939,1,1,0,1,0,0
XB-GENE-966949,301,226,372,484,208,363
XB-GENE-966960,2212,1320,3218,2806,1337,2658
XB-GENE-966975,171,178,309,239,126,249
XB-GENE-966984,26,10,32,30,17,36
XB-GENE-967001,346,129,245,376,133,397
XB-GENE-967018,41,25,55,60,22,59
XB-GENE-967031,155,101,225,234,98,218
XB-GENE-967053,68,39,56,121,45,80
XB-GENE-967073,249,168,257,624,211,252
XB-GENE-967095,106,63,144,168,56,155
XB-GENE-967116,100,60,93,123,56,93
XB-GENE-967136,119,107,146,190,74,113
XB-GENE-967162,97,97,132,213,102,145
XB-GENE-967172,282,212,374,323,182,258
XB-GENE-967184,1240,961,2306,2874,911,3120
XB-GENE-967193,62,34,28,99,26,52
XB-GENE-967208,974,543,1220,1515,550,1528
XB-GENE-967222,919,637,1138,1609,639,1196
XB-GENE-967233,4,3,7,6,4,9
XB-GENE-967246,71,56,88,62,38,50
XB-GENE-967274,601,522,747,1001,574,776
XB-GENE-967285,87,64,139,100,47,100
XB-GENE-967297,39,50,38,66,52,40
XB-GENE-967306,56,42,127,76,46,87
XB-GENE-967335,267,177,298,676,212,594
XB-GENE-967342,36,45,53,56,40,49
XB-GENE-967350,15,10,17,28,11,36
XB-GENE-967364,343,386,540,529,292,354
XB-GENE-967389,652,436,578,862,344,446
XB-GENE-967398,0,0,0,0,1,0
XB-GENE-967409,590,331,739,1008,321,836
XB-GENE-967548,1830,1346,2293,3650,1501,2525
XB-GENE-967560,158,86,221,262,90,214
